
item=Dwarf remains, id=0, option=[null, null, null, null, Destroy]
item=Pouch, id=12291, option=[null, null, null, null, drop]
item=Pouch, id=12292, option=[null, null, null, null, drop]
item=Pouch, id=12293, option=[null, null, null, null, drop]
item=Pouch, id=12294, option=[null, null, null, null, drop]
item=Pouch, id=12295, option=[null, null, null, null, drop]
item=Pouch, id=12296, option=[null, null, null, null, drop]
item=Pouch, id=12297, option=[null, null, null, null, drop]
item=Pouch, id=12298, option=[null, null, null, null, drop]
item=Pouch, id=12299, option=[null, null, null, null, drop]
item=Pouch, id=12300, option=[null, null, null, null, drop]
item=Pouch, id=12301, option=[null, null, null, null, drop]
item=Pouch, id=12302, option=[null, null, null, null, drop]
item=Pouch, id=12303, option=[null, null, null, null, drop]
item=Pouch, id=12304, option=[null, null, null, null, drop]
item=Pouch, id=12305, option=[null, null, null, null, drop]
item=Pouch, id=12306, option=[null, null, null, null, drop]
item=Pouch, id=12307, option=[null, null, null, null, drop]
item=Pouch, id=12308, option=[null, null, null, null, drop]
item=Pouch, id=12309, option=[null, null, null, null, drop]
item=Pouch, id=12310, option=[null, null, null, null, drop]
item=Pouch, id=12311, option=[null, null, null, null, drop]
item=Pouch, id=12312, option=[null, null, null, null, drop]
item=Pouch, id=12313, option=[null, null, null, null, drop]
item=Pouch, id=12314, option=[null, null, null, null, drop]
item=Pouch, id=12315, option=[null, null, null, null, drop]
item=Pouch, id=12316, option=[null, null, null, null, drop]
item=Pouch, id=12317, option=[null, null, null, null, drop]
item=Pouch, id=12318, option=[null, null, null, null, drop]
item=Pouch, id=12319, option=[null, null, null, null, drop]
item=Pouch, id=12320, option=[null, null, null, null, drop]
item=Pouch, id=12321, option=[null, null, null, null, drop]
item=Pouch, id=12322, option=[null, null, null, null, drop]
item=Pouch, id=12323, option=[null, null, null, null, drop]
item=Pouch, id=12324, option=[null, null, null, null, drop]
item=Pouch, id=12325, option=[null, null, null, null, drop]
item=Pouch, id=12326, option=[null, null, null, null, drop]
item=Pouch, id=12327, option=[null, null, null, null, drop]
item=Pouch, id=12328, option=[null, null, null, null, drop]
item=Pouch, id=12329, option=[null, null, null, null, drop]
item=Pouch, id=12330, option=[null, null, null, null, drop]
item=Pouch, id=12331, option=[null, null, null, null, drop]
item=Pouch, id=12332, option=[null, null, null, null, drop]
item=Pouch, id=12333, option=[null, null, null, null, drop]
item=Pouch, id=12334, option=[null, null, null, null, drop]
item=Pouch, id=12335, option=[null, null, null, null, drop]
item=Pouch, id=12336, option=[null, null, null, null, drop]
item=Pouch, id=12337, option=[null, null, null, null, drop]
item=Pouch, id=12338, option=[null, null, null, null, drop]
item=Pouch, id=12339, option=[null, null, null, null, drop]
item=Pouch, id=12340, option=[null, null, null, null, drop]
item=Pouch, id=12341, option=[null, null, null, null, drop]
item=Pouch, id=12342, option=[null, null, null, null, drop]
item=Pouch, id=12343, option=[null, null, null, null, drop]
item=Pouch, id=12344, option=[null, null, null, null, drop]
item=Pouch, id=12345, option=[null, null, null, null, drop]
item=Pouch, id=12346, option=[null, null, null, null, drop]
item=Pouch, id=12347, option=[null, null, null, null, drop]
item=Pouch, id=12348, option=[null, null, null, null, drop]
item=Pouch, id=12349, option=[null, null, null, null, drop]
item=Pouch, id=12350, option=[null, null, null, null, drop]
item=Pouch, id=12351, option=[null, null, null, null, drop]
item=Pouch, id=12352, option=[null, null, null, null, drop]
item=Pouch, id=12353, option=[null, null, null, null, drop]
item=Pouch, id=12354, option=[null, null, null, null, drop]
item=Pouch, id=12355, option=[null, null, null, null, drop]
item=Pouch, id=12356, option=[null, null, null, null, drop]
item=Pouch, id=12357, option=[null, null, null, null, drop]
item=Pouch, id=12358, option=[null, null, null, null, drop]
item=Pouch, id=12359, option=[null, null, null, null, drop]
item=Pouch, id=12360, option=[null, null, null, null, drop]
item=Pouch, id=12361, option=[null, null, null, null, drop]
item=Pouch, id=12362, option=[null, null, null, null, drop]
item=Pouch, id=12363, option=[null, null, null, null, drop]
item=Pouch, id=12364, option=[null, null, null, null, drop]
item=Pouch, id=12365, option=[null, null, null, null, drop]
item=Pouch, id=12366, option=[null, null, null, null, drop]
item=Pouch, id=12367, option=[null, null, null, null, drop]
item=Pouch, id=12368, option=[null, null, null, null, drop]
item=Pouch, id=12369, option=[null, null, null, null, drop]
item=Pouch, id=12370, option=[null, null, null, null, drop]
item=Pouch, id=12371, option=[null, null, null, null, drop]
item=Pouch, id=12372, option=[null, null, null, null, drop]
item=Pouch, id=12373, option=[null, null, null, null, drop]
item=Pouch, id=12374, option=[null, null, null, null, drop]
item=Pouch, id=12375, option=[null, null, null, null, drop]
item=Pouch, id=12376, option=[null, null, null, null, drop]
item=Pouch, id=12377, option=[null, null, null, null, drop]
item=Pouch, id=12378, option=[null, null, null, null, drop]
item=Pouch, id=12379, option=[null, null, null, null, drop]
item=Pouch, id=12380, option=[null, null, null, null, drop]
item=Pouch, id=12381, option=[null, null, null, null, drop]
item=Pouch, id=12382, option=[null, null, null, null, drop]
item=Pouch, id=12383, option=[null, null, null, null, drop]
item=Pouch, id=12384, option=[null, null, null, null, drop]
item=Pouch, id=12385, option=[null, null, null, null, drop]
item=Pouch, id=12386, option=[null, null, null, null, drop]
item=Pouch, id=12387, option=[null, null, null, null, drop]
item=Pouch, id=12388, option=[null, null, null, null, drop]
item=Pouch, id=12389, option=[null, null, null, null, drop]
item=Pouch, id=12390, option=[null, null, null, null, drop]
item=Pouch, id=12391, option=[null, null, null, null, drop]
item=Pouch, id=12392, option=[null, null, null, null, drop]
item=Pouch, id=12393, option=[null, null, null, null, drop]
item=Pouch, id=12394, option=[null, null, null, null, drop]
item=Pouch, id=12395, option=[null, null, null, null, drop]
item=Pouch, id=12396, option=[null, null, null, null, drop]
item=Pouch, id=12397, option=[null, null, null, null, drop]
item=Pouch, id=12398, option=[null, null, null, null, drop]
item=Pouch, id=12399, option=[null, null, null, null, drop]
item=Pouch, id=12400, option=[null, null, null, null, drop]
item=Pouch, id=12401, option=[null, null, null, null, drop]
item=Pouch, id=12402, option=[null, null, null, null, drop]
item=Pouch, id=12403, option=[null, null, null, null, drop]
item=Pouch, id=12404, option=[null, null, null, null, drop]
item=Pouch, id=12405, option=[null, null, null, null, drop]
item=Pouch, id=12406, option=[null, null, null, null, drop]
item=Pouch, id=12407, option=[null, null, null, null, drop]
item=Pouch, id=12408, option=[null, null, null, null, drop]
item=Pouch, id=12409, option=[null, null, null, null, drop]
item=Pouch, id=12410, option=[null, null, null, null, drop]
item=Pouch, id=12411, option=[null, null, null, null, drop]
item=Pouch, id=12412, option=[null, null, null, null, drop]
item=Pouch, id=12413, option=[null, null, null, null, drop]
item=Pouch, id=12414, option=[null, null, null, null, drop]
item=Pouch, id=12415, option=[null, null, null, null, drop]
item=Pouch, id=12416, option=[null, null, null, null, drop]
item=Pouch, id=12417, option=[null, null, null, null, drop]
item=Pouch, id=12418, option=[null, null, null, null, drop]
item=Pouch, id=12419, option=[null, null, null, null, drop]
item=Pouch, id=12420, option=[null, null, null, null, drop]
item=Scroll, id=12421, option=[null, null, null, null, drop]
item=Herbcall scroll, id=12422, option=[null, null, null, null, drop]
item=Fruitfall scroll, id=12423, option=[null, null, null, null, drop]
item=Fish rain scroll, id=12424, option=[null, null, null, null, drop]
item=Howl scroll, id=12425, option=[null, null, null, null, drop]
item=Thieving fingers scroll, id=12426, option=[null, null, null, null, drop]
item=Abyssal stealth scroll, id=12427, option=[null, null, null, null, drop]
item=Egg spawn scroll, id=12428, option=[null, null, null, null, drop]
item=Multichop scroll, id=12429, option=[null, null, null, null, drop]
item=Cheese feast scroll, id=12430, option=[null, null, null, null, drop]
item=Unburden scroll, id=12431, option=[null, null, null, null, drop]
item=Venom shot scroll, id=12432, option=[null, null, null, null, drop]
item=Insane ferocity scroll, id=12433, option=[null, null, null, null, drop]
item=Healing aura scroll, id=12434, option=[null, null, null, null, drop]
item=Winter storage scroll, id=12435, option=[null, null, null, null, drop]
item=Oph. incubation scroll, id=12436, option=[null, null, null, null, drop]
item=Magic focus scroll, id=12437, option=[null, null, null, null, drop]
item=Swallow whole scroll, id=12438, option=[null, null, null, null, drop]
item=Testudo scroll, id=12439, option=[null, null, null, null, drop]
item=Generate compost scroll, id=12440, option=[null, null, null, null, drop]
item=Tireless run scroll, id=12441, option=[null, null, null, null, drop]
item=Regrowth scroll, id=12442, option=[null, null, null, null, drop]
item=Call to arms scroll, id=12443, option=[null, null, null, null, drop]
item=Blood drain scroll, id=12444, option=[null, null, null, null, drop]
item=Dreadfowl strike scroll, id=12445, option=[null, null, null, null, drop]
item=Sandstorm scroll, id=12446, option=[null, null, null, null, drop]
item=Vampire touch scroll, id=12447, option=[null, null, null, null, drop]
item=Evil flames scroll, id=12448, option=[null, null, null, null, drop]
item=Crushing claw scroll, id=12449, option=[null, null, null, null, drop]
item=Mantis strike scroll, id=12450, option=[null, null, null, null, drop]
item=Arctic blast scroll, id=12451, option=[null, null, null, null, drop]
item=Toad bark scroll, id=12452, option=[null, null, null, null, drop]
item=Dissolve scroll, id=12453, option=[null, null, null, null, drop]
item=Abyssal drain scroll, id=12454, option=[null, null, null, null, drop]
item=Doomsphere scroll, id=12455, option=[null, null, null, null, drop]
item=Spike shot scroll, id=12456, option=[null, null, null, null, drop]
item=Acorn missile scroll, id=12457, option=[null, null, null, null, drop]
item=Petrifying gaze scroll, id=12458, option=[null, null, null, null, drop]
item=Slime spray scroll, id=12459, option=[null, null, null, null, drop]
item=Electric lash scroll, id=12460, option=[null, null, null, null, drop]
item=Bronze bull rush scroll, id=12461, option=[null, null, null, null, drop]
item=Iron bull rush scroll, id=12462, option=[null, null, null, null, drop]
item=Steel bull rush scroll, id=12463, option=[null, null, null, null, drop]
item=Mith bull rush scroll, id=12464, option=[null, null, null, null, drop]
item=Addy bull rush scroll, id=12465, option=[null, null, null, null, drop]
item=Rune bull rush scroll, id=12466, option=[null, null, null, null, drop]
item=Poisonous blast scroll, id=12467, option=[null, null, null, null, drop]
item=Dust cloud scroll, id=12468, option=[null, null, null, null, drop]
item=Hatchling dragon, id=12469, option=[null, null, null, null, drop]
item=Baby dragon, id=12470, option=[null, null, null, null, drop]
item=Hatchling dragon, id=12471, option=[null, null, null, null, drop]
item=Baby dragon, id=12472, option=[null, null, null, null, drop]
item=Hatchling dragon, id=12473, option=[null, null, null, null, drop]
item=Baby dragon, id=12474, option=[null, null, null, null, drop]
item=Hatchling dragon, id=12475, option=[null, null, null, null, drop]
item=Baby dragon, id=12476, option=[null, null, null, null, drop]
item=Red dragon egg, id=12477, option=[null, null, null, null, drop]
item=Blue dragon egg, id=12478, option=[null, null, null, null, drop]
item=Green dragon egg, id=12479, option=[null, null, null, null, drop]
item=Black dragon egg, id=12480, option=[null, null, null, null, drop]
item=Baby penguin, id=12481, option=[null, null, null, null, drop]
item=Penguin, id=12482, option=[null, null, null, null, drop]
item=Penguin egg, id=12483, option=[null, null, null, null, drop]
item=Raven chick, id=12484, option=[null, null, null, null, drop]
item=Raven, id=12485, option=[null, null, null, null, drop]
item=Baby raccoon, id=12486, option=[null, null, null, null, drop]
item=Raccoon, id=12487, option=[null, null, null, null, drop]
item=Baby gecko, id=12488, option=[null, null, null, null, drop]
item=Gecko, id=12489, option=[null, null, null, null, drop]
item=Baby squirrel, id=12490, option=[null, null, null, null, drop]
item=Squirrel, id=12491, option=[null, null, null, null, drop]
item=Baby chameleon, id=12492, option=[null, null, null, null, drop]
item=Chameleon, id=12493, option=[null, null, null, null, drop]
item=Chameleon egg, id=12494, option=[null, null, null, null, drop]
item=Chameleon egg, id=12495, option=[null, null, null, null, drop]
item=Baby monkey, id=12496, option=[null, null, null, null, drop]
item=Monkey, id=12497, option=[null, null, null, null, drop]
item=Vulture chick, id=12498, option=[null, null, null, null, drop]
item=Vulture, id=12499, option=[null, null, null, null, drop]
item=Baby giant crab, id=12500, option=[null, null, null, null, drop]
item=Giant crab, id=12501, option=[null, null, null, null, drop]
item=Crunchy claw token, id=12502, option=[null, null, null, null, drop]
item=Saradomin chick, id=12503, option=[null, null, null, null, drop]
item=Saradomin bird, id=12504, option=[null, null, null, null, drop]
item=Saradomin owl, id=12505, option=[null, null, null, null, drop]
item=Zamorak chick, id=12506, option=[null, null, null, null, drop]
item=Zamorak bird, id=12507, option=[null, null, null, null, drop]
item=Zamorak hawk, id=12508, option=[null, null, null, null, drop]
item=Guthix chick, id=12509, option=[null, null, null, null, drop]
item=Guthix bird, id=12510, option=[null, null, null, null, drop]
item=Guthix raptor, id=12511, option=[null, null, null, null, drop]
item=Terrier puppy, id=12512, option=[null, null, null, null, drop]
item=Terrier, id=12513, option=[null, null, null, null, drop]
item=Greyhound puppy, id=12514, option=[null, null, null, null, drop]
item=Greyhound, id=12515, option=[null, null, null, null, drop]
item=Labrador puppy, id=12516, option=[null, null, null, null, drop]
item=Labrador, id=12517, option=[null, null, null, null, drop]
item=Dalmatian puppy, id=12518, option=[null, null, null, null, drop]
item=Dalmatian, id=12519, option=[null, null, null, null, drop]
item=Sheepdog puppy, id=12520, option=[null, null, null, null, drop]
item=Sheepdog, id=12521, option=[null, null, null, null, drop]
item=Bulldog puppy, id=12522, option=[null, null, null, null, drop]
item=Bulldog, id=12523, option=[null, null, null, null, drop]
item=Summoning cape, id=12524, option=[null, Wear, null, null, drop]
item=Pouch, id=12525, option=[null, null, null, null, Destroy]
item=Spirit wolf pouch, id=12526, option=[null, null, null, Summon, Destroy]
item=Gold charm, id=12527, option=[null, null, null, null, Destroy]
item=Trapdoor key, id=12528, option=[null, null, null, null, Destroy]
item=Howl scroll, id=12529, option=[null, null, null, null, Destroy]
item=Spirit shards, id=12530, option=[null, null, null, null, Destroy]
item=Ibis pouch, id=12531, option=[null, null, null, Summon, drop]
item=Ibis pouch, id=12532, option=[null, null, null, null, drop]
item=Stony shell scroll, id=12533, option=[null, null, null, null, drop]
item=null, id=0, option=[null, null, null, null, drop]
item=Raw pawya meat, id=12535, option=[null, null, null, null, drop]
item=Raw pawya meat, id=12536, option=[null, null, null, null, drop]
item=Grenwall, id=12537, option=[null, null, null, null, drop]
item=Grenwall, id=12538, option=[null, null, null, null, drop]
item=Grenwall spikes, id=12539, option=[null, null, null, null, drop]
item=null, id=12540, option=[null, null, null, null, drop]
item=null, id=12541, option=[null, null, null, null, drop]
item=null, id=12542, option=[null, null, null, null, drop]
item=null, id=12543, option=[null, null, null, null, drop]
item=Pawya, id=12544, option=[null, null, null, null, drop]
item=Pawya, id=12545, option=[null, null, null, null, drop]
item=Enchanted pawya meat, id=12546, option=[null, null, null, null, drop]
item=Platypus, id=12547, option=[null, null, null, null, drop]
item=Platypus, id=12548, option=[null, null, null, null, drop]
item=Platypus, id=12549, option=[null, null, null, null, drop]
item=Platypus, id=12550, option=[null, null, null, null, drop]
item=Baby platypus, id=12551, option=[null, null, null, null, drop]
item=Baby platypus, id=12552, option=[null, null, null, null, drop]
item=Baby platypus, id=12553, option=[null, null, null, null, drop]
item=Patrick, id=12554, option=[null, null, null, null, Release]
item=Penelope, id=12555, option=[null, null, null, null, Release]
item=Peter, id=12556, option=[null, null, null, null, Release]
item=Peanut, id=12557, option=[null, null, null, null, Release]
item=Mud, id=12558, option=[null, Apply, null, null, drop]
item=Ogre wig, id=12559, option=[null, Wear, null, null, drop]
item=Ogre wig, id=12560, option=[null, null, null, null, drop]
item=Ogre kilt, id=12561, option=[null, Wear, null, null, drop]
item=Ogre kilt, id=12562, option=[null, null, null, null, drop]
item=Ogre top, id=12563, option=[null, Wear, null, null, drop]
item=Ogre top, id=12564, option=[null, null, null, null, drop]
item=Ogre boots, id=12565, option=[null, Wear, null, null, drop]
item=Ogre boots, id=12566, option=[null, null, null, null, drop]
item=Diseased kebbit fur, id=12567, option=[null, null, null, null, drop]
item=Davy kebbit hat, id=12568, option=[null, Wear, null, null, drop]
item=Davy kebbit hat, id=12569, option=[null, null, null, null, drop]
item=Ogre club, id=12570, option=[null, Wield, null, null, drop]
item=Ogre club, id=12571, option=[null, null, null, null, drop]
item=Lavender, id=12572, option=[null, null, null, null, drop]
item=Lavender, id=12573, option=[null, null, null, null, drop]
item=Fever grass, id=12574, option=[null, null, null, null, drop]
item=Fever grass, id=12575, option=[null, null, null, null, drop]
item=Tansymum, id=12576, option=[null, null, null, null, drop]
item=Tansymum, id=12577, option=[null, null, null, null, drop]
item=Smouldering fever grass, id=12578, option=[null, Wield, null, Extinguish, drop]
item=Smouldering lavender, id=12579, option=[null, Wield, null, Extinguish, drop]
item=Smouldering tansymum, id=12580, option=[null, Wield, null, Extinguish, drop]
item=Eucalyptus logs, id=12581, option=[null, null, null, null, drop]
item=Eucalyptus logs, id=12582, option=[null, null, null, null, drop]
item=Eucalyptus pyre logs, id=12583, option=[null, null, null, null, drop]
item=Eucalyptus pyre logs, id=12584, option=[null, null, null, null, drop]
item=null, id=12585, option=[null, null, null, null, drop]
item=null, id=12586, option=[null, null, null, null, drop]
item=null, id=12587, option=[null, null, null, null, drop]
item=Primweed, id=12588, option=[null, null, null, null, drop]
item=Primweed, id=12589, option=[null, null, null, null, drop]
item=Stinkbloom, id=12590, option=[null, null, null, null, drop]
item=Stinkbloom, id=12591, option=[null, null, null, null, drop]
item=Diseased kebbit fur, id=12592, option=[null, null, null, null, drop]
item=Catapult schematics, id=12593, option=[Read, null, null, null, Destroy]
item=Engineer's letter, id=12594, option=[Read, null, null, null, Destroy]
item=Sailor's hat, id=12595, option=[null, Wear, null, null, Destroy]
item=Metal catapult parts, id=12596, option=[null, null, null, null, Destroy]
item=Mahogany catapult part, id=12597, option=[null, null, null, null, Destroy]
item=Mahogany catapult part, id=12598, option=[null, null, null, null, Destroy]
item=Mahogany catapult part, id=12599, option=[null, null, null, null, Destroy]
item=Mahogany catapult part, id=12600, option=[null, null, null, null, Destroy]
item=Mahogany catapult part, id=12601, option=[null, null, null, null, Destroy]
item=Mahogany catapult part, id=12602, option=[null, null, null, null, Destroy]
item=Mahogany catapult part, id=12603, option=[null, null, null, null, Destroy]
item=Mahogany catapult part, id=12604, option=[null, null, null, null, Destroy]
item=Mahogany catapult part, id=12605, option=[null, null, null, null, Destroy]
item=Mahogany catapult part, id=12606, option=[null, null, null, null, Destroy]
item=Mahogany catapult part, id=12607, option=[null, Wield, null, null, drop]
item=Amulet of farming(1), id=12608, option=[Rub, Wear, null, null, drop]
item=Amulet of farming(1), id=12609, option=[null, null, null, null, drop]
item=Amulet of farming(2), id=12610, option=[Rub, Wear, null, null, drop]
item=Amulet of farming(2), id=12611, option=[null, null, null, null, drop]
item=Amulet of farming(3), id=12612, option=[Rub, Wear, null, null, drop]
item=Amulet of farming(3), id=12613, option=[null, null, null, null, drop]
item=Amulet of farming(4), id=12614, option=[Rub, Wear, null, null, drop]
item=Amulet of farming(4), id=12615, option=[null, null, null, null, drop]
item=Amulet of farming(5), id=12616, option=[Rub, Wear, null, null, drop]
item=Amulet of farming(5), id=12617, option=[null, null, null, null, drop]
item=Amulet of farming(6), id=12618, option=[Rub, Wear, null, null, drop]
item=Amulet of farming(6), id=12619, option=[null, null, null, null, drop]
item=Amulet of farming(7), id=12620, option=[Rub, Wear, null, null, drop]
item=Amulet of farming(7), id=12621, option=[null, null, null, null, drop]
item=Amulet of farming(8), id=12622, option=[Rub, Wear, null, null, drop]
item=Amulet of farming(8), id=12623, option=[null, null, null, null, drop]
item=Ogleroot, id=12624, option=[null, null, null, null, drop]
item=Flag, id=12625, option=[null, null, null, null, Destroy]
item=Test paper, id=12626, option=[Take Exam, null, null, null, Destroy]
item=Antique lamp, id=12627, option=[Rub, null, null, null, Destroy]
item=Antique lamp, id=12628, option=[Rub, null, null, null, Destroy]
item=Safety gloves, id=12629, option=[null, Wear, null, null, Destroy]
item=Rubium, id=12630, option=[null, null, null, null, Destroy]
item=Toy train, id=12631, option=[null, null, null, null, Destroy]
item=Note, id=12632, option=[Read, null, null, null, Destroy]
item=Super fishing explosive, id=12633, option=[null, null, null, null, drop]
item=Chocatrice cape, id=12634, option=[null, Wear, null, null, Destroy]
item=Easter egg, id=12635, option=[Eat, null, null, null, Destroy]
item=Easter egg, id=12636, option=[Eat, null, null, null, Destroy]
item=Easter egg, id=12637, option=[Eat, null, null, null, Destroy]
item=Easter egg, id=12638, option=[Eat, null, null, null, Destroy]
item=Easter egg, id=12639, option=[Eat, null, null, null, Destroy]
item=Easter egg, id=12640, option=[Eat, null, null, null, Destroy]
item=Easter egg, id=12641, option=[Eat, null, null, null, Destroy]
item=Easter egg, id=12642, option=[Eat, null, null, null, Destroy]
item=Easter egg, id=12643, option=[Eat, null, null, null, Destroy]
item=Easter egg, id=12644, option=[Eat, null, null, null, Destroy]
item=Chocatrice cape, id=12645, option=[null, Wear, null, null, Destroy]
item=Chocolate egg, id=12646, option=[Eat, null, null, null, drop]
item=Chocolate egg, id=12647, option=[Eat, null, null, null, drop]
item=Chocolate egg, id=12648, option=[Eat, null, null, null, drop]
item=Bucket, id=12649, option=[null, null, null, null, drop]
item=Bucket of water, id=12650, option=[null, null, Empty, null, drop]
item=Bucket of water, id=12651, option=[null, null, Empty, null, drop]
item=Bucket of coal, id=12652, option=[null, null, Empty, null, drop]
item=Bucket of coal, id=12653, option=[null, null, Empty, null, drop]
item=Cockatrice egg, id=12654, option=[null, null, null, null, Destroy]
item=Chocatrice egg, id=12655, option=[null, null, null, null, Destroy]
item=Chocatrice object, id=12656, option=[null, null, null, null, drop]
item=Chocolate chunks, id=12657, option=[null, null, null, null, Destroy]
item=Adamant full helm (e), id=12658, option=[null, Wear, null, null, drop]
item=Adamant full helm (charged), id=12659, option=[null, Wear, Commune, Uncharge, drop]
item=Snakeskin bandana (e), id=12660, option=[null, Wear, null, null, drop]
item=Snakeskin bandana (charged), id=12661, option=[null, Wear, Commune, Uncharge, drop]
item=Splitbark helm (e), id=12662, option=[null, Wear, null, null, drop]
item=Splitbark helm (charged), id=12663, option=[null, Wear, Commune, Uncharge, drop]
item=Rune full helm (e), id=12664, option=[null, Wear, null, null, drop]
item=Rune full helm (charged), id=12665, option=[null, Wear, Commune, Uncharge, drop]
item=Dragon med helm (e), id=12666, option=[null, Wear, null, null, drop]
item=Dragon med helm (charged), id=12667, option=[null, Wear, Commune, Uncharge, drop]
item=Lunar helm (e), id=12668, option=[null, Wear, null, null, Destroy]
item=Lunar helm (charged), id=12669, option=[null, Wear, Commune, Uncharge, Destroy]
item=Armadyl helmet (e), id=12670, option=[null, Wear, null, null, drop]
item=Armadyl helmet (charged), id=12671, option=[null, Wear, Commune, Uncharge, drop]
item=Archer helm (e), id=12672, option=[null, Wear, null, null, drop]
item=Archer helm (charged), id=12673, option=[null, Wear, Commune, Uncharge, drop]
item=Berserker helm (e), id=12674, option=[null, Wear, null, null, drop]
item=Berserker helm (charged), id=12675, option=[null, Wear, Commune, Uncharge, drop]
item=Warrior helm (e), id=12676, option=[null, Wear, null, null, drop]
item=Warrior helm (charged), id=12677, option=[null, Wear, Commune, Uncharge, drop]
item=Farseer helm (e), id=12678, option=[null, Wear, null, null, drop]
item=Farseer helm (charged), id=12679, option=[null, Wear, Commune, Uncharge, drop]
item=Helm of neitiznot (e), id=12680, option=[null, Wear, null, null, drop]
item=Helm of neitiznot (charged), id=12681, option=[null, Wear, Commune, Uncharge, drop]
item=Baby monkey, id=12682, option=[null, null, null, null, drop]
item=Monkey, id=12683, option=[null, null, null, null, drop]
item=Baby monkey, id=12684, option=[null, null, null, null, drop]
item=Monkey, id=12685, option=[null, null, null, null, drop]
item=Baby monkey, id=12686, option=[null, null, null, null, drop]
item=Monkey, id=12687, option=[null, null, null, null, drop]
item=Baby monkey, id=12688, option=[null, null, null, null, drop]
item=Monkey, id=12689, option=[null, null, null, null, drop]
item=Baby monkey, id=12690, option=[null, null, null, null, drop]
item=Monkey, id=12691, option=[null, null, null, null, drop]
item=Baby monkey, id=12692, option=[null, null, null, null, drop]
item=Monkey, id=12693, option=[null, null, null, null, drop]
item=Baby monkey, id=12694, option=[null, null, null, null, drop]
item=Monkey, id=12695, option=[null, null, null, null, drop]
item=Baby monkey, id=12696, option=[null, null, null, null, drop]
item=Monkey, id=12697, option=[null, null, null, null, drop]
item=Baby monkey, id=12698, option=[null, null, null, null, drop]
item=Monkey, id=12699, option=[null, null, null, null, drop]
item=Terrier puppy, id=12700, option=[null, null, null, null, drop]
item=Terrier, id=12701, option=[null, null, null, null, drop]
item=Terrier puppy, id=12702, option=[null, null, null, null, drop]
item=Terrier, id=12703, option=[null, null, null, null, drop]
item=Greyhound puppy, id=12704, option=[null, null, null, null, drop]
item=Greyhound, id=12705, option=[null, null, null, null, drop]
item=Greyhound puppy, id=12706, option=[null, null, null, null, drop]
item=Greyhound, id=12707, option=[null, null, null, null, drop]
item=Labrador puppy, id=12708, option=[null, null, null, null, drop]
item=Labrador, id=12709, option=[null, null, null, null, drop]
item=Labrador puppy, id=12710, option=[null, null, null, null, drop]
item=Labrador, id=12711, option=[null, null, null, null, drop]
item=Dalmatian puppy, id=12712, option=[null, null, null, null, drop]
item=Dalmatian, id=12713, option=[null, null, null, null, drop]
item=Dalmatian puppy, id=12714, option=[null, null, null, null, drop]
item=Dalmatian, id=12715, option=[null, null, null, null, drop]
item=Sheepdog puppy, id=12716, option=[null, null, null, null, drop]
item=Sheepdog, id=12717, option=[null, null, null, null, drop]
item=Sheepdog puppy, id=12718, option=[null, null, null, null, drop]
item=Sheepdog, id=12719, option=[null, null, null, null, drop]
item=Bulldog puppy, id=12720, option=[null, null, null, null, drop]
item=Bulldog, id=12721, option=[null, null, null, null, drop]
item=Bulldog puppy, id=12722, option=[null, null, null, null, drop]
item=Bulldog, id=12723, option=[null, null, null, null, drop]
item=Raven chick, id=12724, option=[null, null, null, null, drop]
item=Raven, id=12725, option=[null, null, null, null, drop]
item=Raven chick, id=12726, option=[null, null, null, null, drop]
item=Raven, id=12727, option=[null, null, null, null, drop]
item=Raven chick, id=12728, option=[null, null, null, null, drop]
item=Raven, id=12729, option=[null, null, null, null, drop]
item=Raven chick, id=12730, option=[null, null, null, null, drop]
item=Raven, id=12731, option=[null, null, null, null, drop]
item=Raven chick, id=12732, option=[null, null, null, null, drop]
item=Raven, id=12733, option=[null, null, null, null, drop]
item=Baby raccoon, id=12734, option=[null, null, null, null, drop]
item=Raccoon, id=12735, option=[null, null, null, null, drop]
item=Baby raccoon, id=12736, option=[null, null, null, null, drop]
item=Raccoon, id=12737, option=[null, null, null, null, drop]
item=Baby gecko, id=12738, option=[null, null, null, null, drop]
item=Baby gecko, id=12739, option=[null, null, null, null, drop]
item=Baby gecko, id=12740, option=[null, null, null, null, drop]
item=Baby gecko, id=12741, option=[null, null, null, null, drop]
item=Gecko, id=12742, option=[null, null, null, null, drop]
item=Gecko, id=12743, option=[null, null, null, null, drop]
item=Gecko, id=12744, option=[null, null, null, null, drop]
item=Gecko, id=12745, option=[null, null, null, null, drop]
item=Baby giant crab, id=12746, option=[null, null, null, null, drop]
item=Giant crab, id=12747, option=[null, null, null, null, drop]
item=Baby giant crab, id=12748, option=[null, null, null, null, drop]
item=Giant crab, id=12749, option=[null, null, null, null, drop]
item=Baby giant crab, id=12750, option=[null, null, null, null, drop]
item=Giant crab, id=12751, option=[null, null, null, null, drop]
item=Baby giant crab, id=12752, option=[null, null, null, null, drop]
item=Giant crab, id=12753, option=[null, null, null, null, drop]
item=Baby squirrel, id=12754, option=[null, null, null, null, drop]
item=Squirrel, id=12755, option=[null, null, null, null, drop]
item=Baby squirrel, id=12756, option=[null, null, null, null, drop]
item=Squirrel, id=12757, option=[null, null, null, null, drop]
item=Baby squirrel, id=12758, option=[null, null, null, null, drop]
item=Squirrel, id=12759, option=[null, null, null, null, drop]
item=Baby squirrel, id=12760, option=[null, null, null, null, drop]
