NPC id=0, name=Hans, level=0, option=[Talk-to, null, null, null, null], anims=[808, -1].
NPC id=6754, name=Mummy, level=125, option=[null, Attack, null, null, null], anims=[5548, 5552].
NPC id=6755, name=Mummy, level=125, option=[null, Attack, null, null, null], anims=[5548, 5552].
NPC id=6756, name=Mummy, level=125, option=[null, Attack, null, null, null], anims=[5548, 5552].
NPC id=6757, name=Mummy, level=125, option=[null, Attack, null, null, null], anims=[5548, 5552].
NPC id=6758, name=Mummy, level=125, option=[null, Attack, null, null, null], anims=[5548, 5552].
NPC id=6759, name=Mummy, level=125, option=[null, Attack, null, null, null], anims=[5548, 5552].
NPC id=6760, name=Mummy, level=125, option=[null, Attack, null, null, null], anims=[5548, 5552].
NPC id=6761, name=Dried zombie, level=89, option=[null, Attack, null, null, null], anims=[5565, -1].
NPC id=6762, name=Dried zombie, level=94, option=[null, Attack, null, null, null], anims=[5565, -1].
NPC id=6763, name=Dried zombie, level=110, option=[null, Attack, null, null, null], anims=[5565, -1].
NPC id=6764, name=Skeleton, level=97, option=[null, Attack, null, null, null], anims=[5483, 5481].
NPC id=6765, name=Skeleton, level=108, option=[null, Attack, null, null, null], anims=[5483, 5481].
NPC id=6766, name=Skeleton, level=120, option=[null, Attack, null, null, null], anims=[5483, 5481].
NPC id=6767, name=Skeleton, level=115, option=[null, Attack, null, null, null], anims=[5483, 5481].
NPC id=6768, name=Skeleton, level=140, option=[null, Attack, null, null, null], anims=[5483, 5479].
NPC id=6769, name=Doorman, level=0, option=[Talk-to, null, null, null, null], anims=[813, -1].
NPC id=6770, name=Giant scarab, level=191, option=[null, Attack, null, null, null], anims=[7593, 7592].
NPC id=6771, name=Giant scarab, level=206, option=[null, Attack, null, null, null], anims=[7593, 7592].
NPC id=6772, name=Scarab larva, level=14, option=[null, Attack, null, null, null], anims=[7654, 7653].
NPC id=6773, name=Scabaras ranger, level=103, option=[null, Attack, null, null, null], anims=[7605, 7606].
NPC id=6774, name=Scabaras lancer, level=112, option=[null, Attack, null, null, null], anims=[7610, 7611].
NPC id=6775, name=Scabaras priest, level=1, option=[null, null, null, null, null], anims=[7605, 7606].
NPC id=6776, name=Scabaras locust, level=106, option=[null, Attack, null, null, null], anims=[7583, 7582].
NPC id=6777, name=Locust lancer, level=109, option=[null, Attack, null, null, null], anims=[7583, 7582].
NPC id=6778, name=Locust ranger, level=98, option=[null, Attack, null, null, null], anims=[7583, 7582].
NPC id=6779, name=Crocodile, level=89, option=[null, Attack, null, null, null], anims=[7589, 7587].
NPC id=6780, name=Scabaras mage, level=98, option=[null, Attack, null, null, null], anims=[7618, 7619].
NPC id=6781, name=Scabaras mage, level=88, option=[null, Attack, null, null, null], anims=[7618, 7619].
NPC id=6782, name=Maisa, level=0, option=[Talk-to, null, null, null, null], anims=[7629, 819].
NPC id=6783, name=Maisa, level=0, option=[Talk-to, null, null, null, null], anims=[7629, 819].
NPC id=6784, name=Priest, level=0, option=[Talk-to, null, null, null, null], anims=[808, -1].
NPC id=6785, name=Clay golem, level=0, option=[Talk-to, null, null, null, null], anims=[1913, 1912].
NPC id=6786, name=Lead archaeologist Abigail, level=0, option=[Talk-to, null, null, null, null], anims=[7579, -1].
NPC id=6787, name=Assistant archaeologist Kerner, level=0, option=[Talk-to, null, null, null, null], anims=[7578, -1].
NPC id=6788, name=High Priest of Scabaras, level=0, option=[Talk-to, null, null, null, null], anims=[7605, 7606].
NPC id=6789, name=High Priest of Scabaras, level=179, option=[null, Attack, null, null, null], anims=[7610, 7611].
NPC id=6790, name=High Priest of Scabaras, level=139, option=[null, Attack, null, null, null], anims=[7605, 7606].
NPC id=6791, name=High Priest of Scabaras, level=148, option=[null, Attack, null, null, null], anims=[7610, 7611].
NPC id=6792, name=Vulture, level=31, option=[null, Attack, null, null, null], anims=[7659, 7658].
NPC id=6793, name=null, level=1, option=[Talk-to, null, null, null, null], anims=[7629, -1].
NPC id=6794, name=Spirit terrorbird, level=0, option=[Interact, null, Store, null, null], anims=[1008, 1007].
NPC id=6795, name=Spirit terrorbird, level=62, option=[Interact, Attack, Store, null, null], anims=[1008, 1007].
NPC id=6796, name=Granite crab, level=0, option=[Interact, null, Withdraw, null, null], anims=[8098, 8100].
NPC id=6797, name=Granite crab, level=26, option=[Interact, Attack, Withdraw, null, null], anims=[8098, 8100].
NPC id=6798, name=Praying mantis, level=0, option=[Interact, null, null, null, null], anims=[8067, 8072].
NPC id=6799, name=Praying mantis, level=131, option=[Interact, Attack, null, null, null], anims=[8067, 8072].
NPC id=6800, name=Giant ent, level=0, option=[Interact, null, Withdraw, null, null], anims=[7849, 7848].
NPC id=6801, name=Giant ent, level=137, option=[Interact, Attack, Withdraw, null, null], anims=[7849, 7848].
NPC id=6802, name=Spirit cobra, level=0, option=[Interact, null, null, null, null], anims=[8155, 8158].
NPC id=6803, name=Spirit cobra, level=105, option=[Interact, Attack, null, null, null], anims=[8155, 8158].
NPC id=6804, name=Spirit dagannoth, level=0, option=[Interact, null, null, null, null], anims=[7781, 7784].
NPC id=6805, name=Spirit dagannoth, level=148, option=[Interact, Attack, null, null, null], anims=[7781, 7784].
NPC id=6806, name=Thorny snail, level=0, option=[Interact, null, Store, null, null], anims=[8146, 8145].
NPC id=6807, name=Thorny snail, level=26, option=[Interact, Attack, Store, null, null], anims=[8146, 8145].
NPC id=6808, name=Beaver, level=0, option=[Interact, null, Withdraw, null, null], anims=[7718, 7719].
NPC id=6809, name=Karamthulhu overlord, level=0, option=[Interact, null, null, null, Drown], anims=[7968, 7961].
NPC id=6810, name=Karamthulhu overlord, level=95, option=[Interact, Attack, null, null, Drown], anims=[7968, 7961].
NPC id=6811, name=Hydra, level=0, option=[Interact, null, null, null, null], anims=[7938, 7941].
NPC id=6812, name=Hydra, level=141, option=[Interact, Attack, null, null, null], anims=[7938, 7941].
NPC id=6813, name=Bunyip, level=0, option=[Interact, null, null, null, null], anims=[7738, 7735].
NPC id=6814, name=Bunyip, level=70, option=[Interact, Attack, null, null, null], anims=[7738, 7735].
NPC id=6815, name=War tortoise, level=0, option=[Interact, null, Store, null, null], anims=[8284, 8281].
NPC id=6816, name=War tortoise, level=86, option=[Interact, Attack, Store, null, null], anims=[8284, 8281].
NPC id=6817, name=Fruit bat, level=0, option=[Interact, null, Withdraw, null, null], anims=[8271, 8273].
NPC id=6818, name=Abyssal parasite, level=0, option=[Interact, null, Store, null, null], anims=[7668, 7667].
NPC id=6819, name=Abyssal parasite, level=86, option=[Interact, Attack, Store, null, null], anims=[7668, 7667].
NPC id=6820, name=Abyssal lurker, level=0, option=[Interact, null, Store, null, null], anims=[7677, 7678].
NPC id=6821, name=Abyssal lurker, level=93, option=[Interact, Attack, Store, null, null], anims=[7677, 7678].
NPC id=6822, name=Unicorn stallion, level=0, option=[Interact, null, null, null, Cure], anims=[6374, 6373].
NPC id=6823, name=Unicorn stallion, level=70, option=[Interact, Attack, null, null, Cure], anims=[6374, 6373].
NPC id=6824, name=Magpie, level=0, option=[Interact, null, Withdraw, null, null], anims=[8008, 8007].
NPC id=6825, name=Dreadfowl, level=0, option=[Interact, null, null, null, Special], anims=[5386, 7808].
NPC id=6826, name=Dreadfowl, level=26, option=[Interact, Attack, null, null, Special], anims=[5386, 7808].
NPC id=6827, name=Stranger plant, level=0, option=[Interact, null, Withdraw, null, null], anims=[8204, 8207].
NPC id=6828, name=Stranger plant, level=107, option=[Interact, Attack, Withdraw, null, null], anims=[8204, 8207].
NPC id=6829, name=Spirit wolf, level=0, option=[Interact, null, null, null, null], anims=[8297, 8291].
NPC id=6830, name=Spirit wolf, level=26, option=[Interact, Attack, null, null, null], anims=[8297, 8291].
NPC id=6831, name=Desert wyrm, level=0, option=[Interact, null, Burrow, null, null], anims=[7793, 7792].
NPC id=6832, name=Desert wyrm, level=31, option=[Interact, Attack, Burrow, null, null], anims=[7793, 7792].
NPC id=6833, name=Evil turnip, level=0, option=[Interact, null, Withdraw, null, null], anims=[8246, 8245].
NPC id=6834, name=Evil turnip, level=62, option=[Interact, Attack, Withdraw, null, null], anims=[8246, 8245].
NPC id=6835, name=Vampire bat, level=0, option=[Interact, null, null, null, null], anims=[8271, 8273].
NPC id=6836, name=Vampire bat, level=44, option=[Interact, Attack, null, null, null], anims=[8271, 8273].
NPC id=6837, name=Spirit scorpion, level=0, option=[Interact, null, null, null, null], anims=[6252, 6253].
NPC id=6838, name=Spirit scorpion, level=51, option=[Interact, Attack, null, null, null], anims=[6252, 6253].
NPC id=6839, name=Arctic bear, level=0, option=[Interact, null, null, null, null], anims=[4919, 4923].
NPC id=6840, name=Arctic bear, level=122, option=[Interact, Attack, null, null, null], anims=[4919, 4923].
NPC id=6841, name=Spirit spider, level=0, option=[Interact, null, null, null, null], anims=[5326, 5325].
NPC id=6842, name=Spirit spider, level=25, option=[Interact, Attack, null, null, null], anims=[5326, 5325].
NPC id=6843, name=Bloated leech, level=0, option=[Interact, null, null, null, null], anims=[7654, 7653].
NPC id=6844, name=Bloated leech, level=76, option=[Interact, Attack, null, null, null], anims=[7654, 7653].
NPC id=6845, name=Honey badger, level=0, option=[Interact, null, null, null, null], anims=[7924, 7923].
NPC id=6846, name=Honey badger, level=45, option=[Interact, Attack, null, null, null], anims=[7924, 7923].
NPC id=6847, name=Albino rat, level=0, option=[Interact, null, Withdraw, null, null], anims=[4932, 4931].
NPC id=6848, name=Albino rat, level=37, option=[Interact, Attack, Withdraw, null, null], anims=[4932, 4931].
NPC id=6849, name=Granite lobster, level=0, option=[Interact, null, Withdraw, null, null], anims=[8116, 8115].
NPC id=6850, name=Granite lobster, level=129, option=[Interact, Attack, Withdraw, null, null], anims=[8116, 8115].
NPC id=6851, name=Macaw, level=0, option=[Interact, null, Withdraw, null, null], anims=[8008, 8007].
NPC id=6852, name=Macaw, level=0, option=[null, null, null, null, null], anims=[8006, -1].
NPC id=6853, name=Bronze minotaur, level=0, option=[Interact, null, null, null, null], anims=[8021, 8022].
NPC id=6854, name=Bronze minotaur, level=50, option=[Interact, Attack, null, null, null], anims=[8021, 8022].
NPC id=6855, name=Iron minotaur, level=0, option=[Interact, null, null, null, null], anims=[8021, 8022].
NPC id=6856, name=Iron minotaur, level=70, option=[Interact, Attack, null, null, null], anims=[8021, 8022].
NPC id=6857, name=Steel minotaur, level=0, option=[Interact, null, null, null, null], anims=[8021, 8022].
NPC id=6858, name=Steel minotaur, level=90, option=[Interact, Attack, null, null, null], anims=[8021, 8022].
NPC id=6859, name=Mithril minotaur, level=0, option=[Interact, null, null, null, null], anims=[8021, 8022].
NPC id=6860, name=Mithril minotaur, level=112, option=[Interact, Attack, null, null, null], anims=[8021, 8022].
NPC id=6861, name=Adamant minotaur, level=0, option=[Interact, null, null, null, null], anims=[8021, 8022].
NPC id=6862, name=Adamant minotaur, level=133, option=[Interact, Attack, null, null, null], anims=[8021, 8022].
NPC id=6863, name=Rune minotaur, level=0, option=[Interact, null, null, null, null], anims=[8021, 8022].
NPC id=6864, name=Rune minotaur, level=154, option=[Interact, Attack, null, null, null], anims=[8021, 8022].
NPC id=6865, name=Smoke devil, level=0, option=[Interact, null, null, null, Flames], anims=[7815, 7814].
NPC id=6866, name=Smoke devil, level=101, option=[Interact, Attack, null, null, Flames], anims=[7815, 7814].
NPC id=6867, name=Bull ant, level=0, option=[Interact, null, Store, null, null], anims=[7893, 7899].
NPC id=6868, name=Bull ant, level=58, option=[Interact, Attack, Store, null, null], anims=[7893, 7899].
NPC id=6869, name=Wolpertinger, level=0, option=[Interact, null, null, null, null], anims=[8301, 8302].
NPC id=6870, name=Wolpertinger, level=210, option=[Interact, Attack, null, null, null], anims=[8301, 8302].
NPC id=6871, name=Compost mound, level=0, option=[Interact, null, Withdraw, null, null], anims=[7772, 7768].
NPC id=6872, name=Compost mound, level=37, option=[Interact, Attack, Withdraw, null, null], anims=[7772, 7768].
NPC id=6873, name=Pack yak, level=0, option=[Interact, null, Store, null, null], anims=[5785, 5781].
NPC id=6874, name=Pack yak, level=175, option=[Interact, Attack, Store, null, null], anims=[5785, 5781].
NPC id=6875, name=Spirit cockatrice, level=0, option=[Interact, null, Withdraw, null, Drain], anims=[7760, 7759].
NPC id=6876, name=Spirit cockatrice, level=64, option=[Interact, Attack, Withdraw, null, Drain], anims=[7760, 7759].
NPC id=6877, name=Spirit guthatrice, level=0, option=[Interact, null, Withdraw, null, Drain], anims=[7760, 7759].
NPC id=6878, name=Spirit guthatrice, level=64, option=[Interact, Attack, Withdraw, null, Drain], anims=[7760, 7759].
NPC id=6879, name=Spirit saratrice, level=0, option=[Interact, null, Withdraw, null, Drain], anims=[7760, 7759].
NPC id=6880, name=Spirit saratrice, level=64, option=[Interact, Attack, Withdraw, null, Drain], anims=[7760, 7759].
NPC id=6881, name=Spirit zamatrice, level=0, option=[Interact, null, Withdraw, null, Drain], anims=[7760, 7759].
NPC id=6882, name=Spirit zamatrice, level=64, option=[Interact, Attack, Withdraw, null, Drain], anims=[7760, 7759].
NPC id=6883, name=Spirit pengatrice, level=0, option=[Interact, null, Withdraw, null, Drain], anims=[7760, 7759].
NPC id=6884, name=Spirit pengatrice, level=64, option=[Interact, Attack, Withdraw, null, Drain], anims=[7760, 7759].
NPC id=6885, name=Spirit coraxatrice, level=0, option=[Interact, null, Withdraw, null, Drain], anims=[7760, 7759].
NPC id=6886, name=Spirit coraxatrice, level=64, option=[Interact, Attack, Withdraw, null, Drain], anims=[7760, 7759].
NPC id=6887, name=Spirit vulatrice, level=0, option=[Interact, null, Withdraw, null, Drain], anims=[7760, 7759].
NPC id=6888, name=Spirit vulatrice, level=64, option=[Interact, Attack, Withdraw, null, Drain], anims=[7760, 7759].
NPC id=6889, name=Barker toad, level=0, option=[Interact, null, null, null, Cannon], anims=[7258, 7259].
NPC id=6890, name=Barker toad, level=112, option=[Interact, Attack, null, null, Cannon], anims=[7258, 7259].
NPC id=6891, name=Penguin keeper, level=0, option=[Talk-to, null, null, null, null], anims=[808, -1].
NPC id=6892, name=Pet shop owner, level=0, option=[Talk-to, null, Trade, null, null], anims=[808, -1].
NPC id=6893, name=Pet shop owner, level=0, option=[Talk-to, null, Trade, null, null], anims=[808, -1].
NPC id=6894, name=Terrier, level=0, option=[null, null, null, null, null], anims=[7575, 8337].
NPC id=6895, name=Labrador, level=0, option=[null, null, null, null, null], anims=[7575, 8335].
NPC id=6896, name=Dalmatian, level=0, option=[null, null, null, null, null], anims=[7575, 8331].
NPC id=6897, name=Bulldog, level=0, option=[null, null, null, null, null], anims=[7575, 7576].
NPC id=6898, name=Pet shop owner, level=0, option=[Talk-to, null, null, null, null], anims=[808, -1].
NPC id=6899, name=Bulldog, level=0, option=[null, null, null, null, null], anims=[7575, 7576].
NPC id=6900, name=Hatchling dragon, level=0, option=[Pick-up, null, Talk-to, null, null], anims=[27, 21].
NPC id=6901, name=Baby dragon, level=0, option=[Pick-up, null, Talk-to, null, null], anims=[27, 21].
NPC id=6902, name=Hatchling dragon, level=0, option=[Pick-up, null, Talk-to, null, null], anims=[27, 21].
NPC id=6903, name=Baby dragon, level=0, option=[Pick-up, null, Talk-to, null, null], anims=[27, 21].
NPC id=6904, name=Hatchling dragon, level=0, option=[Pick-up, null, Talk-to, null, null], anims=[27, 21].
NPC id=6905, name=Baby dragon, level=0, option=[Pick-up, null, Talk-to, null, null], anims=[27, 21].
NPC id=6906, name=Hatchling dragon, level=0, option=[Pick-up, null, Talk-to, null, null], anims=[27, 21].
NPC id=6907, name=Baby dragon, level=0, option=[Pick-up, null, Talk-to, null, null], anims=[27, 21].
NPC id=6908, name=Baby penguin, level=0, option=[Pick-up, null, null, Talk-to, null], anims=[8319, 8318].
NPC id=6909, name=Penguin, level=0, option=[Pick-up, null, null, Talk-to, null], anims=[8315, 8314].
NPC id=6910, name=Penguin, level=0, option=[Pick-up, null, null, Talk-to, null], anims=[8315, 8317].
NPC id=6911, name=Raven chick, level=0, option=[Pick-up, null, Talk-to, null, null], anims=[8310, 8312].
NPC id=6912, name=Raven, level=0, option=[Pick-up, null, Talk-to, null, null], anims=[8008, 8007].
NPC id=6913, name=Baby raccoon, level=0, option=[Pick-up, null, Talk-to, null, null], anims=[7718, 7719].
NPC id=6914, name=Raccoon, level=0, option=[Pick-up, null, Talk-to, null, null], anims=[7718, 7719].
NPC id=6915, name=Baby gecko, level=0, option=[Pick-up, null, null, Talk-to, null], anims=[8360, 8358].
NPC id=6916, name=Gecko, level=0, option=[Pick-up, null, null, Talk-to, null], anims=[8360, 8357].
NPC id=6917, name=Baby gecko, level=0, option=[null, null, null, null, null], anims=[8360, 8358].
NPC id=6918, name=Gecko, level=0, option=[null, null, null, null, null], anims=[8360, 8357].
NPC id=6919, name=Baby squirrel, level=0, option=[Pick-up, null, Talk-to, null, null], anims=[8324, 8326].
NPC id=6920, name=Squirrel, level=0, option=[Pick-up, null, Talk-to, null, null], anims=[8324, 8326].
NPC id=6921, name=Baby squirrel, level=0, option=[null, null, null, null, null], anims=[8324, 8326].
NPC id=6922, name=Baby chameleon, level=0, option=[Pick-up, null, Talk-to, null, null], anims=[8363, 8365].
NPC id=6923, name=Chameleon, level=0, option=[Pick-up, null, Talk-to, null, null], anims=[8363, 8365].
NPC id=6924, name=Baby chameleon, level=0, option=[Pick-up, null, Talk-to, null, null], anims=[8363, 8365].
NPC id=6925, name=Chameleon, level=0, option=[Pick-up, null, Talk-to, null, null], anims=[8363, 8365].
NPC id=6926, name=Baby chameleon, level=0, option=[Pick-up, null, Talk-to, null, null], anims=[8363, 8365].
NPC id=6927, name=Chameleon, level=0, option=[Pick-up, null, Talk-to, null, null], anims=[8363, 8365].
NPC id=6928, name=Baby chameleon, level=0, option=[Pick-up, null, Talk-to, null, null], anims=[8363, 8365].
NPC id=6929, name=Chameleon, level=0, option=[Pick-up, null, Talk-to, null, null], anims=[8363, 8365].
NPC id=6930, name=Baby chameleon, level=0, option=[Pick-up, null, Talk-to, null, null], anims=[8363, 8365].
NPC id=6931, name=Chameleon, level=0, option=[Pick-up, null, Talk-to, null, null], anims=[8363, 8365].
NPC id=6932, name=Baby chameleon, level=0, option=[Pick-up, null, Talk-to, null, null], anims=[8363, 8365].
NPC id=6933, name=Chameleon, level=0, option=[Pick-up, null, Talk-to, null, null], anims=[8363, 8365].
NPC id=6934, name=Baby chameleon, level=0, option=[Pick-up, null, Talk-to, null, null], anims=[8363, 8365].
NPC id=6935, name=Chameleon, level=0, option=[Pick-up, null, Talk-to, null, null], anims=[8363, 8365].
NPC id=6936, name=Baby chameleon, level=0, option=[Pick-up, null, Talk-to, null, null], anims=[8363, 8365].
NPC id=6937, name=Chameleon, level=0, option=[Pick-up, null, Talk-to, null, null], anims=[8363, 8365].
NPC id=6938, name=Baby chameleon, level=0, option=[Pick-up, null, Talk-to, null, null], anims=[8363, 8365].
NPC id=6939, name=Chameleon, level=0, option=[Pick-up, null, Talk-to, null, null], anims=[8363, 8365].
NPC id=6940, name=Baby chameleon, level=0, option=[Pick-up, null, Talk-to, null, null], anims=[8363, 8365].
NPC id=6941, name=Chameleon, level=0, option=[Pick-up, null, Talk-to, null, null], anims=[8363, 8365].
NPC id=6942, name=Baby monkey, level=0, option=[Pick-up, null, Talk-to, null, null], anims=[8346, 8348].
NPC id=6943, name=Monkey, level=0, option=[Pick-up, null, Talk-to, null, null], anims=[8344, 8343].
NPC id=6944, name=Baby monkey, level=0, option=[null, null, null, null, null], anims=[8346, 8348].
NPC id=6945, name=Vulture chick, level=0, option=[Pick-up, null, Talk-to, null, null], anims=[8310, 8312].
NPC id=6946, name=Vulture, level=0, option=[Pick-up, null, Talk-to, null, null], anims=[7659, 7658].
NPC id=6947, name=Baby giant crab, level=0, option=[Pick-up, null, null, Talk-to, null], anims=[8098, 8101].
NPC id=6948, name=Giant crab, level=0, option=[Pick-up, null, null, Talk-to, null], anims=[8098, 8101].
NPC id=6949, name=Saradomin chick, level=0, option=[Pick-up, null, Talk-to, null, null], anims=[8310, 8312].
NPC id=6950, name=Saradomin bird, level=0, option=[Pick-up, null, Talk-to, null, null], anims=[8008, 8007].
NPC id=6951, name=Saradomin owl, level=0, option=[Pick-up, null, Talk-to, null, null], anims=[8008, 8007].
NPC id=6952, name=Zamorak chick, level=0, option=[Pick-up, null, Talk-to, null, null], anims=[8310, 8312].
NPC id=6953, name=Zamorak bird, level=0, option=[Pick-up, null, Talk-to, null, null], anims=[8008, 8007].
NPC id=6954, name=Zamorak hawk, level=0, option=[Pick-up, null, Talk-to, null, null], anims=[8008, 8007].
NPC id=6955, name=Guthix chick, level=0, option=[Pick-up, null, Talk-to, null, null], anims=[8310, 8312].
NPC id=6956, name=Guthix bird, level=0, option=[Pick-up, null, Talk-to, null, null], anims=[8008, 8007].
NPC id=6957, name=Guthix raptor, level=0, option=[Pick-up, null, Talk-to, null, null], anims=[8008, 8007].
NPC id=6958, name=Terrier puppy, level=0, option=[Pick-up, null, Talk-to, null, null], anims=[7575, 8336].
NPC id=6959, name=Terrier, level=0, option=[Pick-up, null, Talk-to, null, null], anims=[7575, 8337].
NPC id=6960, name=Greyhound puppy, level=0, option=[Pick-up, null, Talk-to, null, null], anims=[7575, 8332].
NPC id=6961, name=Greyhound, level=0, option=[Pick-up, null, Talk-to, null, null], anims=[7575, 8333].
NPC id=6962, name=Labrador puppy, level=0, option=[Pick-up, null, Talk-to, null, null], anims=[7575, 8334].
NPC id=6963, name=Labrador, level=0, option=[Pick-up, null, Talk-to, null, null], anims=[7575, 8335].
NPC id=6964, name=Dalmatian puppy, level=0, option=[Pick-up, null, Talk-to, null, null], anims=[7575, 8330].
NPC id=6965, name=Dalmatian, level=0, option=[Pick-up, null, Talk-to, null, null], anims=[7575, 8331].
NPC id=6966, name=Sheepdog puppy, level=0, option=[Pick-up, null, Talk-to, null, null], anims=[7575, 8334].
NPC id=6967, name=Sheepdog, level=0, option=[Pick-up, null, Talk-to, null, null], anims=[7575, 8335].
NPC id=6968, name=Bulldog, level=0, option=[Pick-up, null, Talk-to, null, null], anims=[7575, 7576].
NPC id=6969, name=Bulldog puppy, level=0, option=[Pick-up, null, Talk-to, null, null], anims=[7575, 8329].
NPC id=6970, name=Pikkupstix, level=0, option=[Talk-to, null, Trade, Enchant, null], anims=[8528, 8527].
NPC id=6971, name=Pikkupstix, level=0, option=[Talk-to, null, null, null, null], anims=[8497, 8496].
NPC id=6972, name=Druid, level=33, option=[null, Attack, null, null, null], anims=[8528, 8529].
NPC id=6973, name=Druid, level=33, option=[null, Attack, null, null, null], anims=[8528, 8527].
NPC id=6974, name=Druid, level=33, option=[null, Attack, null, null, null], anims=[8528, 8527].
NPC id=6975, name=Druid, level=33, option=[null, Attack, null, null, null], anims=[8528, 8529].
NPC id=6976, name=Druid, level=33, option=[null, Attack, null, null, null], anims=[8528, 8527].
NPC id=6977, name=Druid, level=33, option=[null, Attack, null, null, null], anims=[8528, 8527].
NPC id=6978, name=Druid, level=33, option=[null, Attack, null, null, null], anims=[8528, 8527].
NPC id=6979, name=Druid, level=33, option=[null, Attack, null, null, null], anims=[8528, 8529].
NPC id=6980, name=Druid, level=33, option=[null, Attack, null, null, null], anims=[8528, 8527].
NPC id=6981, name=Druidess, level=33, option=[null, Attack, null, null, null], anims=[8528, 8527].
NPC id=6982, name=Druidess, level=33, option=[null, Attack, null, null, null], anims=[8528, 8529].
NPC id=6983, name=Druidess, level=33, option=[null, Attack, null, null, null], anims=[8528, 8527].
NPC id=6984, name=Druidess, level=33, option=[null, Attack, null, null, null], anims=[8528, 8529].
NPC id=6985, name=Druidess, level=33, option=[null, Attack, null, null, null], anims=[8528, 8527].
NPC id=6986, name=Druidess, level=33, option=[null, Attack, null, null, null], anims=[8528, 8527].
NPC id=6987, name=Druidess, level=33, option=[null, Attack, null, null, null], anims=[8528, 8527].
NPC (wrapper) id=6988, child npcs=[6971, -1, -1, -1, -1, -1, -1, -1, -1, -1, 6971, -1, -1, -1, -1, -1, -1, -1, -1, -1, 6971, -1, -1, -1, -1, -1, -1, -1, -1, -1, 6971, -1, -1, -1, -1, -1, -1, -1, -1, -1, 6971, -1, -1, -1, -1, -1, -1, -1, -1, -1, 6971, -1, -1, -1, -1, -1, -1, -1, -1, -1, 6971, -1, -1, -1, -1, -1, -1, -1, -1, -1, 6971, -1, -1, -1, -1, -1, -1, -1, -1, -1, 6971, -1, -1, -1, -1, -1, -1, -1, -1, -1, 6971, -1, -1, -1, -1, -1, -1, -1, -1, -1, 6971, -1].
NPC id=6989, name=null, level=0, option=[Talk-to, null, Trade, Enchant, null], anims=[8528, 8527].
NPC id=6990, name=Giant wolpertinger, level=0, option=[null, null, null, null, null], anims=[8504, 8505].
NPC id=6991, name=Ibis, level=0, option=[Interact, null, Withdraw, null, null], anims=[8197, 8198].
NPC id=6992, name=Spirit jelly, level=0, option=[Interact, null, null, null, null], anims=[8572, 8575].
NPC id=6993, name=Spirit jelly, level=88, option=[Interact, Attack, null, null, null], anims=[8572, 8575].
NPC id=6994, name=Spirit kalphite, level=0, option=[Interact, null, Store, null, null], anims=[8518, 6220].
NPC id=6995, name=Spirit kalphite, level=39, option=[Interact, Attack, Store, null, null], anims=[8518, 6220].
NPC id=6996, name=Bogrog, level=0, option=[Talk-To, null, Trade, Swap, null], anims=[8574, 8573].
NPC id=6997, name=Baby raccoon, level=0, option=[null, null, null, null, null], anims=[7718, 7719].
NPC id=6998, name=Revenant dragon, level=135, option=[null, Attack, null, null, null], anims=[8589, 8590].
NPC id=6999, name=Revenant dragon, level=135, option=[null, Attack, null, null, null], anims=[8589, 8590].
NPC id=7000, name=null, level=1, option=[null, null, null, null, null], anims=[-1, -1].
NPC id=7001, name=Dark Squall, level=0, option=[null, null, null, null, null], anims=[7188, -1].
NPC id=7002, name=Surok Magis, level=0, option=[Talk-To, null, null, null, null], anims=[808, -1].
NPC id=7003, name=Fire giant, level=86, option=[null, Attack, null, null, null], anims=[4662, 4660].
NPC id=7004, name=Fire giant, level=86, option=[null, Attack, null, null, null], anims=[4663, 4661].
NPC id=7005, name=Big wolf, level=73, option=[null, Attack, null, null, null], anims=[6580, 6556].
NPC id=7006, name=null, level=0, option=[null, null, null, null, null], anims=[7188, -1].
NPC id=7007, name=null, level=0, option=[null, null, null, null, null], anims=[7188, -1].
NPC id=7008, name=null, level=0, option=[null, null, null, null, null], anims=[7188, -1].
NPC id=7009, name=null, level=0, option=[Talk-To, null, null, null, null], anims=[808, -1].
NPC id=7010, name=Grenwall, level=0, option=[null, null, null, null, null], anims=[8604, 8606].
NPC id=7011, name=Grenwall, level=0, option=[null, null, null, null, null], anims=[8601, 8606].
NPC id=7012, name=Pawya, level=0, option=[null, null, null, null, null], anims=[8609, 8608].
NPC id=7013, name=Earth mound, level=0, option=[null, null, null, null, null], anims=[-1, -1].
NPC id=7014, name=Pawya, level=0, option=[null, null, null, null, null], anims=[8609, -1].
NPC id=7015, name=Platypus, level=0, option=[Pick-up, null, Talk-to, null, null], anims=[8671, 8672].
NPC id=7016, name=Platypus, level=0, option=[Pick-up, null, Talk-to, null, null], anims=[8671, 8672].
NPC id=7017, name=Platypus, level=0, option=[Pick-up, null, Talk-to, null, null], anims=[8671, 8672].
NPC id=7018, name=Baby platypus, level=0, option=[Pick-up, null, Talk-to, null, null], anims=[8671, 8670].
NPC id=7019, name=Baby platypus, level=0, option=[Pick-up, null, Talk-to, null, null], anims=[8671, 8670].
NPC id=7020, name=Baby platypus, level=0, option=[Pick-up, null, Talk-to, null, null], anims=[8671, 8670].
NPC id=7021, name=Platypus, level=0, option=[null, null, null, null, null], anims=[8671, 8672].
NPC id=7022, name=Platypus, level=0, option=[null, null, null, null, null], anims=[8671, 8672].
NPC id=7023, name=Platypus, level=0, option=[null, null, null, null, null], anims=[8671, 8672].
